user_id,seed_ids,holdout_ids,seed_titles,wanted_categories,wanted_mechanics,title_recall@5,title_ndcg@5,trait_recall@5,trait_ndcg@5,combined_recall@5,combined_ndcg@5,title_recall@10,title_ndcg@10,trait_recall@10,trait_ndcg@10,combined_recall@10,combined_ndcg@10,title_recall@20,title_ndcg@20,trait_recall@20,trait_ndcg@20,combined_recall@20,combined_ndcg@20
0stuart0,"[148949, 3076, 110327]","[174430, 25613, 167791]","['Istanbul', 'Puerto Rico', 'Lords of Waterdeep']","['city building', 'economic']","['contracts', 'increase value of unchosen resources']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.1125388887954676,0.0,0.0,0.3333333333333333,0.12681701683239352
0tibo,"[233867, 266192, 167791]","[266810, 220877, 236457]","['Welcome To...', 'Wingspan', 'Terraforming Mars']","['animals', 'card game']","['solo / solitaire game', 'drafting']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0time,"[160413, 68448, 178900]","[12333, 120677, 173346]","['Shadow of the Elder Gods', '7 Wonders', 'Codenames']","['card game', 'adventure']","['variable player powers', 'communication limits']",0.3333333333333333,0.46927872602275644,0.0,0.0,0.3333333333333333,0.46927872602275644,0.3333333333333333,0.46927872602275644,0.0,0.0,0.3333333333333333,0.46927872602275644,0.3333333333333333,0.46927872602275644,0.0,0.0,0.3333333333333333,0.46927872602275644
0urs,"[11547, 39856, 40692]","[822, 170216, 27627]","['Carambouille', 'Dixit', 'Small World']","['card game', 'fantasy']","['area majority / influence', 'area movement']",0.3333333333333333,0.46927872602275644,0.0,0.0,0.3333333333333333,0.46927872602275644,0.3333333333333333,0.46927872602275644,0.3333333333333333,0.1480409554829326,0.3333333333333333,0.46927872602275644,0.3333333333333333,0.46927872602275644,0.3333333333333333,0.1480409554829326,0.3333333333333333,0.46927872602275644
0utHere,"[134596, 13, 822]","[68448, 40692, 3076]","['Duple', 'Catan', 'Carcassonne']","['card game', 'city building']","['area majority / influence', 'dice rolling']",0.6666666666666666,0.41618115554873086,0.0,0.0,0.6666666666666666,0.7039180890341347,1.0,0.5518331289811786,0.0,0.0,1.0,0.8710785440003369,1.0,0.5518331289811786,0.0,0.0,1.0,0.8710785440003369
0utis,"[27190, 822, 30549]","[13, 169786, 230802]","['Battleships', 'Carcassonne', 'Pandemic']","['city building', 'deduction']","['action points', 'area majority / influence']",0.3333333333333333,0.46927872602275644,0.0,0.0,0.3333333333333333,0.20210734650054757,0.6666666666666666,0.6257049680303419,0.0,0.0,0.3333333333333333,0.20210734650054757,1.0,0.7361773629894393,0.0,0.0,1.0,0.44348173162784227
0v3rl0r17,"[60815, 190700, 146746]","[40692, 237182, 10630]","['Black Powder: Second Edition', 'Team Yankee', 'Longstreet']","['miniatures', 'wargame']","['dice rolling', 'campaign / battle card driven']",0.0,0.0,0.3333333333333333,0.2960819109658652,0.0,0.0,0.0,0.0,0.3333333333333333,0.2960819109658652,0.0,0.0,0.0,0.0,0.3333333333333333,0.2960819109658652,0.0,0.0
0void0,"[30549, 13, 9209]","[68448, 36218, 2651]","['Pandemic', 'Catan', 'Ticket to Ride']","['economic', 'medical']","['hand management', 'network and route building']",0.3333333333333333,0.23463936301137822,0.0,0.0,0.3333333333333333,0.2960819109658652,0.6666666666666666,0.39106560501896365,0.0,0.0,0.6666666666666666,0.431733884398313,0.6666666666666666,0.39106560501896365,0.3333333333333333,0.1125388887954676,0.6666666666666666,0.431733884398313
0x1644,"[147396, 98778, 28143]","[41114, 2655, 124708]","['Dr. Hrubec', 'Hanabi', 'Race for the Galaxy']","['card game', 'civilization']","['hand management', 'set collection']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0xA8E,"[310194, 227212, 231477]","[292684, 314971, 30549]","['Surrealist Dinner Party', 'For Glory', 'Robotech: Ace Pilot']","['card game', 'ancient']","['area majority / influence', 'card play conflict resolution']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0xDEADBEEF,"[174990, 231876, 286343]","[320879, 13, 30549]","['Builders of Blankenburg', 'Race for the Chinese Zodiac', 'Conflict of Heroes: Awakening the Bear – Operation Barbarossa 1941 (Third Edition)']","['animals', 'city building']","['auction/bidding', 'variable player powers']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.1309019901681972
0xe0f,"[36218, 148949, 169786]","[200680, 161936, 167791]","['Dominion', 'Istanbul', 'Scythe']","['economic', 'card game']","['grid movement', 'variable set-up']",0.3333333333333333,0.20210734650054757,0.0,0.0,0.3333333333333333,0.20210734650054757,0.3333333333333333,0.20210734650054757,0.0,0.0,0.3333333333333333,0.20210734650054757,0.3333333333333333,0.20210734650054757,0.0,0.0,0.3333333333333333,0.20210734650054757
0z0n0,"[822, 13, 40692]","[70323, 160499, 21763]","['Carcassonne', 'Catan', 'Small World']","['territory building', 'city building']","['area majority / influence', 'dice rolling']",0.0,0.0,0.0,0.0,0.3333333333333333,0.23463936301137822,0.3333333333333333,0.16716045496620227,0.0,0.0,0.3333333333333333,0.23463936301137822,0.3333333333333333,0.16716045496620227,0.0,0.0,0.3333333333333333,0.23463936301137822
1 Family Meeple,"[109643, 109105, 193831]","[172598, 152174, 192352]","['World Conquerors', 'Sparta', 'ColorFox']","['abstract strategy', 'ancient']","['area majority / influence', 'dice rolling']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 Lucky Texan,"[171775, 489, 148228]","[13, 70919, 11]","['Dexikon', 'Pacal', 'Splendor']","['card game', 'economic']","['card drafting', 'contracts']",0.3333333333333333,0.2960819109658652,0.0,0.0,0.3333333333333333,0.20210734650054757,0.3333333333333333,0.2960819109658652,0.0,0.0,0.3333333333333333,0.20210734650054757,0.3333333333333333,0.2960819109658652,0.0,0.0,0.3333333333333333,0.20210734650054757
1 Oak,"[239189, 27959, 30549]","[148228, 822, 40692]","['Chronicle X', 'Pirateology: The Game', 'Pandemic']","['dice', 'medical']","['cooperative game', 'dice rolling']",0.3333333333333333,0.46927872602275644,0.0,0.0,0.3333333333333333,0.18154179253735267,0.6666666666666666,0.6049306994552042,0.0,0.0,0.6666666666666666,0.3171937659698004,1.0,0.7358326896234014,0.0,0.0,1.0,0.4320030606958183
1 Tile Plaid,"[167791, 173346, 178900]","[9209, 148228, 169786]","['Terraforming Mars', '7 Wonders Duel', 'Codenames']","['card game', 'economic']","['set collection', 'card drafting']",0.3333333333333333,0.2960819109658652,0.3333333333333333,0.23463936301137822,0.6666666666666666,0.49818925746641285,0.6666666666666666,0.4632423659320675,0.3333333333333333,0.23463936301137822,0.6666666666666666,0.49818925746641285,1.0,0.5805620474377566,0.3333333333333333,0.23463936301137822,0.6666666666666666,0.49818925746641285
1 Up,"[255293, 302926, 318098]","[233206, 128882, 155426]","['One Night Ultimate Super Villains', 'Silver Coin', 'Silver Dagger']","['card game', 'bluffing']","['hand management', 'set collection']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 of 5,"[822, 36218, 28143]","[34635, 10547, 6249]","['Carcassonne', 'Dominion', 'Race for the Galaxy']","['card game', 'medieval']","['hand management', 'area majority / influence']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1000Hornets,"[13, 822, 9209]","[68448, 3076, 30549]","['Catan', 'Carcassonne', 'Ticket to Ride']","['city building', 'economic']","['network and route building', 'area majority / influence']",1.0,0.7122630665145961,0.0,0.0,1.0,0.7122630665145961,1.0,0.7122630665145961,0.0,0.0,1.0,0.7122630665145961,1.0,0.7122630665145961,0.0,0.0,1.0,0.7122630665145961
1000daffyducks,"[186723, 30549, 36218]","[13, 143884, 258]","['Cave Evil: Warcults', 'Pandemic', 'Dominion']","['ancient', 'card game']","['hand management', 'action points']",0.3333333333333333,0.2960819109658652,0.0,0.0,0.0,0.0,0.3333333333333333,0.2960819109658652,0.0,0.0,0.3333333333333333,0.14126697285982898,0.3333333333333333,0.2960819109658652,0.0,0.0,0.3333333333333333,0.14126697285982898
1000days,"[21631, 68448, 13]","[822, 31260, 36218]","['Bohnkick', '7 Wonders', 'Catan']","['card game', 'economic']","['dice rolling', 'drafting']",0.3333333333333333,0.2960819109658652,0.0,0.0,0.3333333333333333,0.18154179253735267,0.6666666666666666,0.4441228664487979,0.0,0.0,1.0,0.45846073882962946,1.0,0.5642385222468492,0.0,0.0,1.0,0.45846073882962946
1000games,"[120886, 132188, 172033]","[13478, 5232, 4127]","['Quicksilver', 'Spin Monkeys', 'Crab Stack']","['abstract strategy', 'animals']","['hand management', 'action queue']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1000knives,"[11873, 822, 13]","[9209, 30549, 36218]","['AMC Reel Clues', 'Carcassonne', 'Catan']","['city building', 'economic']","['area majority / influence', 'dice rolling']",0.6666666666666666,0.7653606369886217,0.0,0.0,0.0,0.0,1.0,0.9134015924715543,0.0,0.0,0.6666666666666666,0.3152014104491349,1.0,0.9134015924715543,0.0,0.0,1.0,0.4300107051751527
1000rpm,"[99698, 22254, 2779]","[8813, 9049, 240108]","['Micro Space Empire', 'Narnia Risk Junior', 'Sauron']","['wargame', 'fantasy']","['dice rolling', 'area majority / influence']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1000salmons,"[129622, 68448, 150376]","[36218, 178900, 128882]","['Love Letter', '7 Wonders', 'Dead of Winter: A Crossroads Game']","['card game', 'deduction']","['hand management', 'variable player powers']",0.0,0.0,0.0,0.0,0.6666666666666666,0.4367467095119258,0.6666666666666666,0.3152014104491349,0.0,0.0,0.6666666666666666,0.4367467095119258,0.6666666666666666,0.3152014104491349,0.0,0.0,0.6666666666666666,0.4367467095119258
1002am,"[30549, 163412, 178900]","[822, 478, 39856]","['Pandemic', 'Patchwork', 'Codenames']","['abstract strategy', 'card game']","['action points', 'card drafting']",0.3333333333333333,0.46927872602275644,0.0,0.0,0.0,0.0,0.3333333333333333,0.46927872602275644,0.0,0.0,0.3333333333333333,0.16716045496620227,0.3333333333333333,0.46927872602275644,0.0,0.0,0.3333333333333333,0.16716045496620227
100Hogs,"[205059, 129622, 199561]","[183394, 124708, 31481]","['Mansions of Madness: Second Edition', 'Love Letter', 'Sagrada']","['puzzle', 'adventure']","['dice rolling', 'hand management']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100fred0,"[13, 30549, 178900]","[173346, 36218, 129622]","['Catan', 'Pandemic', 'Codenames']","['card game', 'deduction']","['trading', 'action points']",0.0,0.0,0.0,0.0,0.3333333333333333,0.46927872602275644,0.3333333333333333,0.16716045496620227,0.0,0.0,1.0,0.7720911544214064,1.0,0.40444986675769323,0.0,0.0,1.0,0.7720911544214064
100pcBlade,"[507, 14191, 126168]","[128662, 297, 1133]","['Cartel', '¥€$ (YES)', 'Oh no... INVASION!!!']","['economic', 'card game']","['set collection', 'auction/bidding']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100rk,"[98197, 197408, 30549]","[36218, 478, 2651]","['Labyrinth: The Paths of Destiny', 'Phalanxx', 'Pandemic']","['ancient', 'fighting']","['variable player powers', 'dice rolling']",0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.1480409554829326,0.0,0.0,0.0,0.0,0.3333333333333333,0.1480409554829326,0.0,0.0,0.3333333333333333,0.11480929472601784
101100,"[822, 178900, 9209]","[173346, 36218, 13]","['Carcassonne', 'Codenames', 'Ticket to Ride']","['card game', 'city building']","['push your luck', 'area majority / influence']",0.3333333333333333,0.2960819109658652,0.0,0.0,0.3333333333333333,0.23463936301137822,0.6666666666666666,0.4441228664487979,0.0,0.0,1.0,0.5430667908374095,1.0,0.5566617552442655,0.0,0.0,1.0,0.5430667908374095
1024b,"[175209, 189504, 21358]","[187719, 18097, 17869]","['Darkness Comes Rattling', 'Love Letter: Star Wars', 'Savage Worlds']","['science fiction', 'book']","['dice rolling', 'action points']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104Mikasa,"[40692, 96848, 164153]","[167400, 30549, 155703]","['Small World', 'Mage Knight Board Game', 'Star Wars: Imperial Assault']","['fighting', 'adventure']","['dice rolling', 'variable player powers']",0.3333333333333333,0.23463936301137822,0.0,0.0,0.3333333333333333,0.23463936301137822,0.3333333333333333,0.23463936301137822,0.0,0.0,0.3333333333333333,0.23463936301137822,0.3333333333333333,0.23463936301137822,0.0,0.0,0.3333333333333333,0.23463936301137822
104ki,"[215455, 173346, 167791]","[13, 126163, 98778]","['ReCURRRing', '7 Wonders Duel', 'Terraforming Mars']","['card game', 'economic']","['set collection', 'card drafting']",0.3333333333333333,0.20210734650054757,0.0,0.0,0.3333333333333333,0.18154179253735267,0.3333333333333333,0.20210734650054757,0.0,0.0,0.3333333333333333,0.18154179253735267,0.3333333333333333,0.20210734650054757,0.0,0.0,0.3333333333333333,0.18154179253735267
105JS2687S2003,"[299270, 238041, 30549]","[13, 178900, 40692]","['Funkoverse Strategy Game: Golden Girls 101', 'CLUE: The Legend of Zelda', 'Pandemic']","['bluffing', 'deduction']","['action points', 'grid movement']",0.6666666666666666,0.4776237035032179,0.0,0.0,0.6666666666666666,0.7039180890341347,1.0,0.6132756769356656,0.0,0.0,0.6666666666666666,0.7039180890341347,1.0,0.6132756769356656,0.0,0.0,1.0,0.8107588932959249
10Maverick,"[258693, 105024, 276161]","[29055, 223455, 247029]","['Radetzky: Milano 1848', 'Israeli Air Force Leader', 'MOON']","['wargame', 'abstract strategy']","['area movement', 'simulation']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10_Rufus,"[129622, 39856, 98778]","[133473, 13, 172225]","['Love Letter', 'Dixit', 'Hanabi']","['card game', 'deduction']","['hand management', 'communication limits']",0.3333333333333333,0.2960819109658652,0.0,0.0,0.0,0.0,0.3333333333333333,0.2960819109658652,0.0,0.0,0.3333333333333333,0.1480409554829326,0.3333333333333333,0.2960819109658652,0.0,0.0,0.3333333333333333,0.1480409554829326
10erRingscheibe,"[238221, 178900, 9209]","[40692, 173346, 39856]","['Kampf gegen das Spiessertum', 'Codenames', 'Ticket to Ride']","['card game', 'party game']","['hand management', 'push your luck']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.23728941179149093,0.0,0.0,0.3333333333333333,0.11731968150568911
10feetofgames,"[18858, 39856, 1927]","[171, 2655, 21241]","['UNO: Nintendo', 'Dixit', 'Munchkin']","['card game', 'humor']","['hand management', 'race']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10grant,"[181304, 14996, 10547]","[160499, 62871, 16992]","['Mysterium', 'Ticket to Ride: Europe', 'Betrayal at House on the Hill']","['horror', 'adventure']","['hand management', 'card drafting']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10lpmckey,"[9209, 68448, 36218]","[478, 10630, 38453]","['Ticket to Ride', '7 Wonders', 'Dominion']","['card game', 'ancient']","['hand management', 'set collection']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10meghalfduplex,"[13, 822, 8217]","[3076, 17133, 121]","['Catan', 'Carcassonne', 'San Juan']","['city building', 'economic']","['action drafting', 'area majority / influence']",0.3333333333333333,0.46927872602275644,0.3333333333333333,0.46927872602275644,0.3333333333333333,0.46927872602275644,0.3333333333333333,0.46927872602275644,0.3333333333333333,0.46927872602275644,0.3333333333333333,0.46927872602275644,0.3333333333333333,0.46927872602275644,0.3333333333333333,0.46927872602275644,0.3333333333333333,0.46927872602275644
10strikes,"[16440, 1406, 320]","[2281, 181, 2407]","['The Alley Cats Game', 'Monopoly', 'Scrabble']","['animals', ""children's game""]","['roll / spin and move', 'auction/bidding']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10th_King,"[70323, 70919, 157354]","[147020, 50381, 178900]","['King of Tokyo', 'Takenoko', 'Five Tribes']","['animals', 'arabian']","['dice rolling', 'end game bonuses']",0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.15642624200758548,0.0,0.0,0.3333333333333333,0.13565197343244778,0.3333333333333333,0.15642624200758548,0.0,0.0,0.3333333333333333,0.13565197343244778
10up,"[14996, 3076, 9209]","[169786, 194655, 230802]","['Ticket to Ride: Europe', 'Puerto Rico', 'Ticket to Ride']","['trains', 'city building']","['end game bonuses', 'card drafting']",0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.1480409554829326,0.0,0.0,0.3333333333333333,0.15642624200758548,0.6666666666666666,0.2628502502089504,0.0,0.0,0.6666666666666666,0.283243258839979
111100006,"[822, 148228, 13]","[478, 1927, 463]","['Carcassonne', 'Splendor', 'Catan']","['economic', 'card game']","['race', 'area majority / influence']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111dirk,"[68448, 31260, 266192]","[84876, 120677, 3076]","['7 Wonders', 'Agricola', 'Wingspan']","['animals', 'card game']","['drafting', 'hand management']",0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.13565197343244778,0.0,0.0,0.0,0.0,0.3333333333333333,0.13565197343244778,0.0,0.0,0.0,0.0
11504385d,"[36218, 822, 193738]","[153938, 127398, 244521]","['Dominion', 'Carcassonne', 'Great Western Trail']","['medieval', 'american west']","['deck, bag, and pool building', 'hand management']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1161,"[68448, 31260, 2651]","[120677, 42, 72125]","['7 Wonders', 'Agricola', 'Power Grid']","['economic', 'ancient']","['drafting', 'hand management']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117010097,"[30549, 68448, 178900]","[822, 266192, 34635]","['Pandemic', '7 Wonders', 'Codenames']","['card game', 'ancient']","['hand management', 'set collection']",0.3333333333333333,0.2960819109658652,0.0,0.0,0.3333333333333333,0.2960819109658652,0.3333333333333333,0.2960819109658652,0.0,0.0,0.6666666666666666,0.431733884398313,0.6666666666666666,0.4269839011340625,0.0,0.0,0.6666666666666666,0.431733884398313
11B4V,"[5042, 5041, 6270]","[4244, 4235, 8285]","['Flashpoint: Golan – The Fifth Arab-Israeli War', 'IDF (Israeli Defense Force)', 'Objective Moscow: The Death of Soviet Communism']","['modern warfare', 'wargame']","['hexagon grid', 'simulation']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11celle,"[3076, 174430, 110327]","[164928, 129622, 198773]","['Puerto Rico', 'Gloomhaven', 'Lords of Waterdeep']","['city building', 'fantasy']","['increase value of unchosen resources', 'action drafting']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.12011565579805131,0.0,0.0,0.0,0.0
11dete,"[108711, 206463, 266266]","[234378, 242482, 295020]","['The Mystery of the Templars', 'Gads Hill 1874', 'Murder Mystery Party Case Files: Death in Antarctica']","['adventure', 'american west']","['area movement', 'cooperative game']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.14126697285982898,0.0,0.0,0.0,0.0,0.3333333333333333,0.14126697285982898
11ie,"[233078, 164153, 205896]","[170216, 246900, 298047]","['Twilight Imperium: Fourth Edition', 'Star Wars: Imperial Assault', 'Rising Sun']","['wargame', 'exploration']","['variable player powers', 'action drafting']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11maranzano,"[265031, 30549, 13]","[14996, 167791, 9209]","['Ice Team', 'Pandemic', 'Catan']","['animals', 'economic']","['modular board', 'trading']",0.3333333333333333,0.2960819109658652,0.0,0.0,0.0,0.0,0.3333333333333333,0.2960819109658652,0.0,0.0,0.6666666666666666,0.30281242839865,1.0,0.5259404812670219,0.0,0.0,0.6666666666666666,0.30281242839865
11turkkann,"[30549, 9209, 178900]","[129622, 2651, 40692]","['Pandemic', 'Ticket to Ride', 'Codenames']","['card game', 'deduction']","['hand management', 'push your luck']",0.0,0.0,0.0,0.0,0.3333333333333333,0.2960819109658652,0.3333333333333333,0.13565197343244778,0.0,0.0,0.3333333333333333,0.2960819109658652,0.6666666666666666,0.26246899026484133,0.3333333333333333,0.12681701683239352,0.3333333333333333,0.2960819109658652
11twelve,"[30549, 822, 129622]","[9209, 41114, 6249]","['Pandemic', 'Carcassonne', 'Love Letter']","['card game', 'city building']","['hand management', 'action points']",0.3333333333333333,0.2960819109658652,0.0,0.0,0.3333333333333333,0.20210734650054757,0.3333333333333333,0.2960819109658652,0.0,0.0,0.3333333333333333,0.20210734650054757,0.3333333333333333,0.2960819109658652,0.0,0.0,0.3333333333333333,0.20210734650054757
11twisted,"[36218, 68448, 9209]","[173346, 40692, 148228]","['Dominion', '7 Wonders', 'Ticket to Ride']","['card game', 'ancient']","['hand management', 'set collection']",0.3333333333333333,0.2960819109658652,0.0,0.0,0.3333333333333333,0.46927872602275644,0.3333333333333333,0.2960819109658652,0.0,0.0,0.6666666666666666,0.6364391809889587,1.0,0.553800917966456,0.0,0.0,0.6666666666666666,0.6364391809889587
11xor6,"[30549, 167791, 40692]","[31260, 2651, 12333]","['Pandemic', 'Terraforming Mars', 'Small World']","['territory building', 'economic']","['variable player powers', 'hand management']",0.0,0.0,0.0,0.0,0.3333333333333333,0.23463936301137822,0.0,0.0,0.0,0.0,0.3333333333333333,0.23463936301137822,0.3333333333333333,0.12011565579805131,0.3333333333333333,0.11047239495909743,0.3333333333333333,0.23463936301137822
120004,"[13, 173346, 822]","[163412, 31260, 3955]","['Catan', '7 Wonders Duel', 'Carcassonne']","['city building', 'economic']","['area majority / influence', 'card drafting']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.24057552069841265,0.0,0.0,0.6666666666666666,0.25771900700059075
1234567,"[9209, 173346, 13]","[174430, 822, 178900]","['Ticket to Ride', '7 Wonders Duel', 'Catan']","['economic', 'ancient']","['card drafting', 'network and route building']",0.3333333333333333,0.23463936301137822,0.0,0.0,0.3333333333333333,0.18154179253735267,0.6666666666666666,0.40179981797758046,0.0,0.0,0.3333333333333333,0.18154179253735267,0.6666666666666666,0.40179981797758046,0.0,0.0,0.6666666666666666,0.29886147404304175
123456789456123,"[13, 98778, 148228]","[128882, 70919, 10547]","['Catan', 'Hanabi', 'Splendor']","['card game', 'economic']","['race', 'set collection']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123ABC,"[13, 30549, 3076]","[14996, 167791, 822]","['Catan', 'Pandemic', 'Puerto Rico']","['economic', 'city building']","['trading', 'action drafting']",0.3333333333333333,0.46927872602275644,0.0,0.0,0.3333333333333333,0.2960819109658652,0.3333333333333333,0.46927872602275644,0.0,0.0,0.3333333333333333,0.2960819109658652,1.0,0.7042036765468256,0.0,0.0,0.6666666666666666,0.4269839011340625
123Apina,"[36218, 31260, 28143]","[30549, 65244, 205637]","['Dominion', 'Agricola', 'Race for the Galaxy']","['card game', 'economic']","['hand management', 'variable player powers']",0.3333333333333333,0.20210734650054757,0.0,0.0,0.3333333333333333,0.2960819109658652,0.3333333333333333,0.20210734650054757,0.0,0.0,0.3333333333333333,0.2960819109658652,0.3333333333333333,0.20210734650054757,0.0,0.0,0.3333333333333333,0.2960819109658652
123Logdatei,"[341935, 216895, 68448]","[163412, 70323, 39856]","['Art Robbery', 'Das Duell um die Geld', '7 Wonders']","['card game', 'ancient']","['hand management', 'betting and bluffing']",0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.13565197343244778,0.0,0.0,0.0,0.0,0.6666666666666666,0.24612436839154522,0.0,0.0,0.0,0.0
123asd,"[12333, 28143, 9609]","[31260, 25613, 6472]","['Twilight Struggle', 'Race for the Galaxy', 'War of the Ring']","['wargame', 'adventure']","['hand management', 'area majority / influence']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123ehdrmfl,"[13, 822, 68448]","[148228, 167791, 31260]","['Catan', 'Carcassonne', '7 Wonders']","['city building', 'economic']","['area majority / influence', 'dice rolling']",0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.14126697285982898,0.0,0.0,0.6666666666666666,0.2836929289153804,1.0,0.3761919233838981,0.0,0.0,1.0,0.4145949190835776
123gamer,"[36218, 30549, 70323]","[2651, 3076, 68448]","['Dominion', 'Pandemic', 'King of Tokyo']","['card game', 'dice']","['hand management', 'action points']",0.3333333333333333,0.20210734650054757,0.0,0.0,0.3333333333333333,0.46927872602275644,0.6666666666666666,0.36926780146674987,0.0,0.0,0.3333333333333333,0.46927872602275644,0.6666666666666666,0.36926780146674987,0.0,0.0,0.6666666666666666,0.5840880207487743
123jennywren,"[11038, 140594, 13]","[68448, 148228, 173346]","['Fiasco', 'Word Whimsy', 'Catan']","['card game', 'economic']","['dice rolling', 'hexagon grid']",0.3333333333333333,0.20210734650054757,0.0,0.0,1.0,0.9060254355346823,0.6666666666666666,0.33775931993299535,0.0,0.0,1.0,0.9060254355346823,1.0,0.44634019303402894,0.3333333333333333,0.10684080426179023,1.0,0.9060254355346823
123keli,"[120677, 822, 40692]","[148228, 823, 150376]","['Terra Mystica', 'Carcassonne', 'Small World']","['territory building', 'fantasy']","['area majority / influence', 'variable player powers']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.12325583919272352,0.0,0.0,0.3333333333333333,0.11047239495909743
123rmw,"[31260, 9209, 84876]","[121921, 822, 161970]","['Agricola', 'Ticket to Ride', 'The Castles of Burgundy']","['animals', 'dice']","['hand management', 'set collection']",0.3333333333333333,0.2960819109658652,0.0,0.0,0.3333333333333333,0.18154179253735267,0.3333333333333333,0.2960819109658652,0.0,0.0,0.3333333333333333,0.18154179253735267,0.3333333333333333,0.2960819109658652,0.0,0.0,0.3333333333333333,0.18154179253735267
